Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
Suzuki Swift  2023 GL Manual,2023,4500000,4500000,20526,Petrol,Customer,Manual
Suzuki Swift  2023 GLX CVT,2023,4850000,4850000,11000,Petrol,Customer,Automatic
Suzuki Swift  2023 RS 1.0,2023,4550000,4550000,4250,Petrol,Customer,Automatic
Suzuki Swift  2024 ,2024,5040000,5040000,20200,Petrol,Customer,Automatic
Suzuki Swift  2024 GL CVT,2024,5065000,5065000,200,Petrol,Customer,Automatic
Suzuki Swift  2024 GL CVT Limited Edition,2024,4570000,4570000,15328,Petrol,Customer,Automatic
Suzuki Swift  2024 GL Manual,2024,4570000,4570000,25,Petrol,Customer,Manual
Suzuki Swift  2024 GLX CVT,2024,5350000,5350000,980,Petrol,Customer,Automatic
Suzuki Vitara  1989 ,1989,1650000,1650000,200000,Petrol,Customer,Automatic
Suzuki Vitara  1995 ,1995,1450000,1450000,225500,Petrol,Customer,Manual
Suzuki Vitara  1996 ,1996,1785000,1785000,200010,Petrol,Customer,Automatic
Suzuki Vitara  1998 GLX 1.6,1998,1850000,1850000,205000,Petrol,Customer,Manual
Suzuki Vitara  2000 ,2000,2500000,2500000,80000,Diesel,Customer,Manual
Suzuki Vitara  2005 ,2005,2200000,2200000,97000,Petrol,Customer,Automatic
Suzuki Vitara  2005 XL 7,2005,2950000,2950000,300000,Petrol,Customer,Manual
Suzuki Vitara  2006 ,2006,2850000,2850000,110000,Petrol,Customer,Automatic
Suzuki Vitara  2007 ,2007,2450000,2450000,100000,Petrol,Customer,Manual
Suzuki Vitara  2016 ,2016,4700000,4700000,92000,Petrol,Customer,Automatic
Suzuki Vitara  2017 ,2017,4150000,4150000,98000,Petrol,Customer,Automatic
Suzuki Vitara  2017 GL+ 1.6,2017,5000000,5000000,120000,Petrol,Customer,Automatic
Suzuki Vitara  2017 GLX 1.6,2017,5200000,5200000,70000,Petrol,Customer,Automatic
Suzuki Vitara  2018 ,2018,4700000,4700000,75000,Petrol,Customer,Manual
Suzuki Vitara  2018 GL+ 1.6,2018,4200000,4200000,77500,Petrol,Customer,Automatic
Suzuki Vitara  2018 GLX 1.6,2018,5500000,5500000,70000,Petrol,Customer,Automatic
Suzuki Wagon R  1997 ,1997,919999,919999,50000,Petrol,Customer,Manual
Suzuki Wagon R  1999 ,1999,1280000,1280000,95000,Petrol,Customer,Automatic
Suzuki Wagon R  2001 ,2001,1080000,1080000,38000,Petrol,Customer,Automatic
Suzuki Wagon R  2001 Limited,2001,1200000,1200000,159000,Petrol,Customer,Automatic
Suzuki Wagon R  2002 ,2002,1700000,1700000,133041,Petrol,PakWheels,Automatic
Suzuki Wagon R  2006 ,2006,1589000,1589000,150660,Petrol,Customer,Automatic
Suzuki Wagon R  2006 Limited,2006,1625000,1625000,95000,Petrol,Customer,Automatic
Suzuki Wagon R  2007 ,2007,1900000,1900000,217000,Petrol,Customer,Automatic
Suzuki Wagon R  2007 AGS,2007,1700000,1700000,86700,Petrol,Customer,Automatic
Suzuki Wagon R  2008 ,2008,1680000,1680000,167,Petrol,Customer,Automatic
Suzuki Wagon R  2008 FT Limited,2008,1460000,1460000,12560,Petrol,Customer,Manual
Suzuki Wagon R  2008 Stingray Limited,2008,2150000,2150000,260000,Petrol,Customer,Automatic
Suzuki Wagon R  2009 ,2009,1939999,1939999,185000,Petrol,Customer,Automatic
Suzuki Wagon R  2009 FX Limited,2009,1975000,1975000,122000,Petrol,Customer,Automatic
Suzuki Wagon R  2009 Stingray Limited,2009,1850000,1850000,170000,Petrol,Customer,Automatic
Suzuki Wagon R  2010 ,2010,1750000,1750000,125000,Petrol,Customer,Manual
Suzuki Wagon R  2010 FX,2010,2200000,2200000,127538,Petrol,PakWheels,Automatic
Suzuki Wagon R  2010 FX Limited,2010,1889999,1889999,88000,Petrol,Customer,Automatic
Suzuki Wagon R  2010 Limited,2010,2100000,2100000,144300,Petrol,Customer,Automatic
Suzuki Wagon R  2010 Stingray Limited,2010,1900000,1900000,85000,Petrol,Customer,Automatic
Suzuki Wagon R  2011 ,2011,2190000,2190000,190000,Petrol,Customer,Automatic
Suzuki Wagon R  2011 FT Limited,2011,2150000,2150000,95000,Petrol,Customer,Automatic
Suzuki Wagon R  2011 FX,2011,2190000,2190000,100000,Petrol,Customer,Automatic
Suzuki Wagon R  2011 FX Limited,2011,1950000,1950000,80000,Petrol,Customer,Automatic
Suzuki Wagon R  2011 FX-S Limited,2011,1839999,1839999,104000,Petrol,Customer,Automatic
Suzuki Wagon R  2011 Stingray Limited,2011,2500000,2500000,150000,Petrol,Customer,Automatic
Suzuki Wagon R  2012 ,2012,2200000,2200000,100000,Petrol,Customer,Automatic
Suzuki Wagon R  2012 FA,2012,2000000,2000000,110000,Petrol,Customer,Automatic
Suzuki Wagon R  2012 FT Limited,2012,1980000,1980000,137000,Petrol,Customer,Automatic
Suzuki Wagon R  2012 FX,2012,2350000,2350000,1234,Petrol,Customer,Automatic
Suzuki Wagon R  2012 FX Limited,2012,2190000,2190000,114000,Petrol,Customer,Automatic
Suzuki Wagon R  2012 Stingray J Style,2012,2150000,2150000,82500,Petrol,Customer,Automatic
Suzuki Wagon R  2012 Stingray Limited,2012,2395000,2395000,90000,Petrol,Customer,Automatic
Suzuki Wagon R  2012 Stingray X,2012,2250000,2250000,99700,Petrol,Customer,Automatic
Suzuki Wagon R  2013 ,2013,2500000,2500000,147000,Petrol,Customer,Automatic
Suzuki Wagon R  2013 FX,2013,2530000,2530000,97000,Petrol,Customer,Automatic
Suzuki Wagon R  2013 FX Limited,2013,2350000,2350000,170000,Petrol,Customer,Automatic
Suzuki Wagon R  2013 Stingray J Style,2013,2450000,2450000,125,Petrol,Customer,Automatic
Suzuki Wagon R  2013 Stingray T,2013,2580000,2580000,131000,Petrol,Customer,Automatic
Suzuki Wagon R  2013 Stingray X,2013,2480000,2480000,72000,Petrol,Customer,Automatic
Suzuki Wagon R  2014 ,2014,2575000,2575000,75000,Petrol,Customer,Automatic
Suzuki Wagon R  2014 FA,2014,2250000,2250000,87000,Petrol,Customer,Automatic
Suzuki Wagon R  2014 FX,2014,2450000,2450000,80000,Petrol,Customer,Automatic
Suzuki Wagon R  2014 FX Limited,2014,2600000,2600000,108478,Petrol,PakWheels,Automatic
Suzuki Wagon R  2014 Stingray J Style,2014,2680000,2680000,83000,Petrol,Customer,Automatic
Suzuki Wagon R  2014 Stingray T,2014,2590000,2590000,120000,Petrol,Customer,Automatic
Suzuki Wagon R  2014 Stingray X,2014,2580000,2580000,88000,Petrol,Customer,Automatic
Suzuki Wagon R  2014 VX,2014,1545000,1545000,155000,Petrol,Customer,Manual
Suzuki Wagon R  2014 VXL,2014,2070000,2070000,169000,Petrol,Customer,Manual
Suzuki Wagon R  2014 VXR,2014,2200000,2200000,93315,Petrol,PakWheels,Manual
Suzuki Wagon R  2015 ,2015,2650000,2650000,120000,Petrol,Customer,Automatic
Suzuki Wagon R  2015 FA,2015,2520000,2520000,81000,Petrol,Customer,Automatic
Suzuki Wagon R  2015 FX,2015,2600000,2600000,61000,Petrol,Customer,Automatic
Suzuki Wagon R  2015 FX Limited,2015,2590000,2590000,1234,Petrol,Customer,Automatic
Suzuki Wagon R  2015 Stingray J Style,2015,2695000,2695000,150000,Petrol,Customer,Automatic
Suzuki Wagon R  2015 Stingray T,2015,2875000,2875000,89500,Hybrid,Customer,Automatic
Suzuki Wagon R  2015 Stingray X,2015,2480000,2480000,120000,Petrol,Customer,Automatic
Suzuki Wagon R  2015 VX,2015,1800000,1800000,115000,Petrol,Customer,Manual
Suzuki Wagon R  2015 VXL,2015,2375000,2375000,75500,Petrol,Customer,Manual
Suzuki Wagon R  2015 VXR,2015,2050000,2050000,72100,Petrol,Customer,Manual
Suzuki Wagon R  2016 ,2016,2250000,2250000,90000,Petrol,Customer,Manual
Suzuki Wagon R  2016 FA,2016,2925000,2925000,35000,Petrol,Customer,Automatic
Suzuki Wagon R  2016 FX,2016,2395000,2395000,67000,Petrol,Customer,Automatic
Suzuki Wagon R  2016 FX Limited,2016,2545000,2545000,95000,Petrol,Customer,Automatic
Suzuki Wagon R  2016 Stingray J Style,2016,2350000,2350000,70000,Petrol,Customer,Automatic
Suzuki Wagon R  2016 Stingray T,2016,2000000,2000000,140000,Petrol,Customer,Automatic
Suzuki Wagon R  2016 Stingray X,2016,2400000,2400000,165000,Petrol,Customer,Automatic
Suzuki Wagon R  2016 VXL,2016,2550000,2550000,243000,Petrol,Customer,Automatic
Suzuki Wagon R  2016 VXR,2016,2180000,2180000,63000,Petrol,Customer,Manual
Suzuki Wagon R  2017 ,2017,2850000,2850000,58000,Hybrid,Customer,Automatic
Suzuki Wagon R  2017 FA,2017,2885000,2885000,70000,Petrol,Customer,Automatic
Suzuki Wagon R  2017 FX,2017,3200000,3200000,50220,Petrol,PakWheels,Automatic
Suzuki Wagon R  2017 FX Limited,2017,2400000,2400000,85000,Petrol,Customer,Automatic
Suzuki Wagon R  2017 Hybrid FX,2017,3254999,3254999,28297,Hybrid,Customer,Automatic
Suzuki Wagon R  2017 Hybrid FZ,2017,2850000,2850000,78000,Hybrid,Customer,Automatic
Suzuki Wagon R  2017 Stingray Hybrid X,2017,3620000,3620000,97000,Hybrid,Customer,Automatic
Suzuki Wagon R  2017 Stingray J Style,2017,2190000,2190000,90000,Petrol,Customer,Automatic
Suzuki Wagon R  2017 Stingray T,2017,3350000,3350000,92000,Petrol,Customer,Automatic
Suzuki Wagon R  2017 VXL,2017,2750000,2750000,113700,Petrol,Customer,Manual
Suzuki Wagon R  2017 VXR,2017,2600000,2600000,38000,Petrol,Customer,Manual
Suzuki Wagon R  2018 ,2018,3025000,3025000,90000,Petrol,Customer,Manual
Suzuki Wagon R  2018 FA,2018,3150000,3150000,56000,Petrol,Customer,Automatic
Suzuki Wagon R  2018 Hybrid FX,2018,3700000,3700000,43000,Hybrid,Customer,Automatic
Suzuki Wagon R  2018 Hybrid FZ,2018,3450000,3450000,106000,Hybrid,Customer,Automatic
Suzuki Wagon R  2018 Stingray Hybrid T,2018,4100000,4100000,80000,Hybrid,Customer,Automatic
Suzuki Wagon R  2018 Stingray Hybrid X,2018,3900000,3900000,83000,Hybrid,Customer,Automatic
Suzuki Wagon R  2018 VXL,2018,2850000,2850000,51000,Petrol,Customer,Manual
Suzuki Wagon R  2018 VXR,2018,3000000,3000000,65000,Petrol,Customer,Manual
Suzuki Wagon R  2019 ,2019,2450000,2450000,73000,Petrol,Customer,Manual
Suzuki Wagon R  2019 FA,2019,3275000,3275000,50000,Petrol,Customer,Automatic
Suzuki Wagon R  2019 Hybrid FX,2019,3675000,3675000,9500,Hybrid,Customer,Automatic
Suzuki Wagon R  2019 Hybrid FZ,2019,3500000,3500000,2500,Hybrid,Customer,Automatic
Suzuki Wagon R  2019 VXL,2019,3000000,3000000,25000,Petrol,Customer,Manual
Suzuki Wagon R  2019 VXR,2019,2625000,2625000,80000,Petrol,Customer,Manual
Suzuki Wagon R  2020 ,2020,4200000,4200000,12500,Petrol,Customer,Automatic
Suzuki Wagon R  2020 AGS,2020,3000000,3000000,43000,Petrol,Customer,Automatic
Suzuki Wagon R  2020 FA,2020,3450000,3450000,32000,Petrol,Customer,Automatic
Suzuki Wagon R  2020 Hybrid FX,2020,4150000,4150000,36000,Hybrid,Customer,Automatic
Suzuki Wagon R  2020 Hybrid FZ,2020,3650000,3650000,17000,Hybrid,Customer,Automatic
Suzuki Wagon R  2020 Stingray Hybrid T,2020,4700000,4700000,35650,Hybrid,Customer,Automatic
Suzuki Wagon R  2020 Stingray Hybrid X,2020,4500000,4500000,63000,Petrol,Customer,Automatic
Suzuki Wagon R  2020 VXL,2020,2850000,2850000,99000,Petrol,Customer,Manual
Suzuki Wagon R  2020 VXR,2020,2600000,2600000,40000,Petrol,Customer,Manual
Suzuki Wagon R  2021 ,2021,4500000,4500000,9000,Hybrid,Customer,Automatic
Suzuki Wagon R  2021 AGS,2021,3300000,3300000,50000,Petrol,Customer,Automatic
Suzuki Wagon R  2021 FA,2021,4300000,4300000,7000,Petrol,Customer,Automatic
Suzuki Wagon R  2021 Hybrid FX,2021,4150000,4150000,123,Hybrid,Customer,Automatic
Suzuki Wagon R  2021 Smile 2-Tone Hybrid S,2021,4150000,4150000,21000,Hybrid,Customer,Automatic
Suzuki Wagon R  2021 Stingray Hybrid T,2021,5100000,5100000,14500,Hybrid,Customer,Automatic
Suzuki Wagon R  2021 Stingray Hybrid X,2021,4550000,4550000,7000,Hybrid,Customer,Automatic
Suzuki Wagon R  2021 VXL,2021,3100000,3100000,3000,Petrol,Customer,Manual
Suzuki Wagon R  2021 VXR,2021,3000000,3000000,150000,Petrol,Customer,Manual
Suzuki Wagon R  2022 ,2022,4550000,4550000,47,Hybrid,Customer,Automatic
Suzuki Wagon R  2022 AGS,2022,3900000,3900000,25,Petrol,Customer,Automatic
Suzuki Wagon R  2022 FA,2022,3600000,3600000,3051,Petrol,PakWheels,Automatic
Suzuki Wagon R  2022 Hybrid FX,2022,4500000,4500000,9000,Hybrid,Customer,Automatic
Suzuki Wagon R  2022 Hybrid FZ,2022,4200000,4200000,8000,Hybrid,Customer,Automatic
Suzuki Wagon R  2022 Smile 2-Tone Hybrid S,2022,3400000,3400000,19000,Hybrid,Customer,Automatic
Suzuki Wagon R  2022 Smile Hybrid G,2022,3550000,3550000,1800,Hybrid,Customer,Automatic
Suzuki Wagon R  2022 Stingray Hybrid T,2022,4700000,4700000,11500,Hybrid,Customer,Automatic
Suzuki Wagon R  2022 VXL,2022,3200000,3200000,12000,Petrol,Customer,Manual
Suzuki Wagon R  2022 VXR,2022,3000000,3000000,64000,Petrol,Customer,Manual
Suzuki Wagon R  2023 ,2023,5000000,5000000,4400,Hybrid,Customer,Automatic
Suzuki Wagon R  2023 AGS,2023,3650000,3650000,12332,Petrol,Customer,Automatic
Suzuki Wagon R  2023 FA,2023,3685000,3685000,8000,Petrol,Customer,Automatic
Suzuki Wagon R  2023 Hybrid FX,2023,4300000,4300000,8700,Hybrid,Customer,Automatic
Suzuki Wagon R  2023 Stingray Hybrid T,2023,6500000,6500000,8800,Hybrid,Customer,Automatic
Suzuki Wagon R  2023 VXL,2023,3300000,3300000,19800,Petrol,Customer,Manual
Suzuki Wagon R  2023 VXR,2023,2990000,2990000,21900,Petrol,Customer,Manual
Suzuki Wagon R  2024 ,2024,3250000,3250000,26000,Petrol,Customer,Automatic
Suzuki Wagon R  2024 AGS,2024,3850000,3850000,4300,Petrol,Customer,Automatic
Suzuki Wagon R  2024 FA,2024,3750000,3750000,7000,Petrol,Customer,Automatic
Suzuki Wagon R  2024 VXL,2024,3429999,3429999,7000,Petrol,Customer,Manual
Suzuki Wagon R  2024 VXR,2024,3375000,3375000,8300,Petrol,Customer,Manual
Suzuki Xbee  2018 ,2018,4245000,4245000,72000,Hybrid,Customer,Automatic
Suzuki Xbee  2018 MX,2018,3900000,3900000,95000,Hybrid,Customer,Automatic
Suzuki Xbee  2018 MZ,2018,4625000,4625000,30764,Hybrid,PakWheels,Automatic
Suzuki Xbee  2019 MX,2019,4250000,4250000,31000,Hybrid,Customer,Automatic
Suzuki Xbee  2019 MZ,2019,5000000,5000000,38000,Hybrid,Customer,Automatic
Suzuki Xbee  2020 MZ,2020,4600000,4600000,64000,Hybrid,Customer,Automatic
Suzuki Xbee  2021 MX,2021,5000000,5000000,33855,Petrol,PakWheels,Automatic
Suzuki Xbee  2021 MZ,2021,6175000,6175000,55000,Hybrid,Customer,Automatic
Suzuki Xbee  2022 MZ,2022,5600000,5600000,3000,Hybrid,Customer,Automatic
Tank 500  2024 HEV High,2024,45000000,45000000,2,Hybrid,Customer,Automatic
Tesla Model 3  2020 Long Range,2020,19900000,19900000,17000,Electric,Customer,Automatic
Tesla Model 3  2020 Standard Range Plus,2020,17500000,17500000,1,Electric,Customer,Automatic
Tesla Model 3  2021 ,2021,19500000,19500000,11000,Electric,Customer,Automatic
Tesla Model 3  2021 Long Range,2021,20500000,20500000,35000,Electric,Customer,Automatic
Tesla Model 3  2021 Standard Range Plus,2021,15000000,15000000,11000,Electric,Customer,Automatic
Tesla Model 3  2022 Standard Range Plus,2022,16000000,16000000,19000,Electric,Customer,Automatic
Tesla Model X  2018 ,2018,29500000,29500000,34200,Electric,Customer,Automatic
Toyota 4 Runner  1998 ,1998,2650000,2650000,155000,Diesel,Customer,Manual
Toyota 4 Runner  2014 ,2014,6500000,6500000,99000,Diesel,Customer,Automatic
Toyota 4 Runner  2016 ,2016,3500000,3500000,86000,Petrol,Customer,Automatic
Toyota 86  1981 ,1981,370000,370000,50000,Petrol,Customer,Manual
Toyota 86  1984 ,1984,550000,550000,9999,Petrol,Customer,Manual
Toyota 86  1986 ,1986,1490000,1490000,300000,Petrol,Customer,Manual
Toyota 86  1987 ,1987,1100000,1100000,96000,Petrol,Customer,Manual
Toyota 86  1988 ,1988,1300000,1300000,30000,Petrol,Customer,Manual
Toyota 86  1997 ,1997,550000,550000,786,Petrol,Customer,Manual
Toyota 86  1998 ,1998,1000000,1000000,337028,Petrol,Customer,Manual
Toyota Allex  1994 ,1994,600000,600000,120,Diesel,Customer,Manual
Toyota Allex  2004 1.5 XS,2004,4000000,4000000,80000,Petrol,Customer,Automatic
Toyota Allion  2002 A15,2002,2190000,2190000,145000,Petrol,Customer,Automatic
Toyota Allion  2002 A15 G Package,2002,2100000,2100000,100000,Petrol,Customer,Automatic
Toyota Allion  2003 A15 G Package,2003,1889999,1889999,160000,Petrol,Customer,Automatic
Toyota Allion  2006 A15 G Package,2006,3000000,3000000,200000,Petrol,Customer,Automatic
Toyota Allion  2007 A15,2007,3550000,3550000,90000,Petrol,Customer,Automatic
Toyota Allion  2007 A15 G Package,2007,3200000,3200000,168000,Petrol,Customer,Automatic
Toyota Allion  2007 A18,2007,3700000,3700000,95000,Petrol,Customer,Automatic
Toyota Allion  2007 A18 G Package,2007,3960000,3960000,93752,Petrol,Customer,Automatic
Toyota Allion  2009 ,2009,4250000,4250000,200000,Petrol,Customer,Automatic
Toyota Allion  2011 A15 G Package,2011,4500000,4500000,111000,Petrol,Customer,Automatic
Toyota Alphard  2002 3.5,2002,4500000,4500000,165000,Hybrid,Customer,Automatic
Toyota Alphard  2004 ,2004,6700000,6700000,83000,Petrol,Customer,Automatic
Toyota Alphard  2007 ,2007,5500000,5500000,125000,Petrol,Customer,Automatic
Toyota Alphard  2012 ,2012,11000000,11000000,128000,Hybrid,Customer,Automatic
Toyota Alphard  2015 ,2015,24500000,24500000,119000,Hybrid,Customer,Automatic
Toyota Alphard  2019 ,2019,36500000,36500000,20000,Hybrid,Customer,Automatic
Toyota Aqua  2012 ,2012,3600000,3600000,123000,Hybrid,Customer,Automatic
Toyota Aqua  2012 G,2012,3800000,3800000,83000,Hybrid,Customer,Automatic
Toyota Aqua  2012 G LED Soft Leather Selection ,2012,4050000,4050000,85000,Hybrid,Customer,Automatic
Toyota Aqua  2012 L,2012,3300000,3300000,135000,Hybrid,Customer,Automatic
Toyota Aqua  2012 S,2012,3750000,3750000,200000,Hybrid,Customer,Automatic
Toyota Aqua  2013 ,2013,4170000,4170000,95000,Hybrid,Customer,Automatic
Toyota Aqua  2013 G,2013,3900000,3900000,103000,Hybrid,Customer,Automatic
Toyota Aqua  2013 G LED Soft Leather Selection ,2013,4050000,4050000,102000,Hybrid,Customer,Automatic
Toyota Aqua  2013 GS,2013,3490000,3490000,120000,Hybrid,Customer,Automatic
Toyota Aqua  2013 L,2013,3850000,3850000,152596,Hybrid,Customer,Automatic
Toyota Aqua  2013 S,2013,4000000,4000000,140000,Hybrid,Customer,Automatic
Toyota Aqua  2013 X Urban,2013,3650000,3650000,11111,Hybrid,Customer,Automatic
Toyota Aqua  2013 X Urban Solid,2013,3140000,3140000,140000,Hybrid,Customer,Automatic
Toyota Aqua  2014 ,2014,4085000,4085000,142000,Hybrid,Customer,Automatic
Toyota Aqua  2014 G,2014,4500000,4500000,231000,Hybrid,Customer,Automatic
Toyota Aqua  2014 G LED Soft Leather Selection ,2014,5600000,5600000,32000,Hybrid,Customer,Automatic
Toyota Aqua  2014 GS,2014,5850000,5850000,70992,Hybrid,Customer,Automatic
Toyota Aqua  2014 L,2014,4100000,4100000,110000,Hybrid,Customer,Automatic
Toyota Aqua  2014 S,2014,4280000,4280000,171036,Hybrid,Customer,Automatic
Toyota Aqua  2014 X Urban,2014,3625000,3625000,147000,Hybrid,Customer,Automatic
Toyota Aqua  2015 ,2015,4470000,4470000,130000,Hybrid,Customer,Automatic
Toyota Aqua  2015 G,2015,4650000,4650000,197000,Hybrid,Customer,Automatic
Toyota Aqua  2015 G LED Soft Leather Selection ,2015,4700000,4700000,101000,Hybrid,Customer,Automatic
Toyota Aqua  2015 GS,2015,5300000,5300000,116500,Hybrid,Customer,Automatic
Toyota Aqua  2015 L,2015,4125000,4125000,130000,Hybrid,Customer,Automatic
Toyota Aqua  2015 S,2015,5200000,5200000,63000,Hybrid,Customer,Automatic
Toyota Aqua  2015 X Urban,2015,4200000,4200000,130000,Hybrid,Customer,Automatic
Toyota Aqua  2015 X Urban Solid,2015,4750000,4750000,90000,Hybrid,Customer,Automatic
Toyota Aqua  2016 ,2016,4490000,4490000,164000,Hybrid,Customer,Automatic
Toyota Aqua  2016 G,2016,4800000,4800000,80000,Hybrid,Customer,Automatic
Toyota Aqua  2016 G LED Soft Leather Selection ,2016,4750000,4750000,85000,Hybrid,Customer,Automatic
Toyota Aqua  2016 GS,2016,5350000,5350000,115000,Hybrid,Customer,Automatic
Toyota Aqua  2016 S,2016,4650000,4650000,71000,Hybrid,Customer,Automatic
Toyota Aqua  2016 X Urban,2016,4510000,4510000,114000,Hybrid,Customer,Automatic
Toyota Aqua  2016 X Urban Solid,2016,4365000,4365000,95000,Hybrid,Customer,Automatic
Toyota Aqua  2017 ,2017,4950000,4950000,130000,Petrol,Customer,Automatic
Toyota Aqua  2017 G,2017,5500000,5500000,70000,Hybrid,Customer,Automatic
Toyota Aqua  2017 G LED Soft Leather Selection ,2017,5600000,5600000,82500,Hybrid,Customer,Automatic
Toyota Aqua  2017 GS,2017,6000000,6000000,100000,Hybrid,Customer,Automatic
Toyota Aqua  2017 L,2017,4950000,4950000,62500,Hybrid,Customer,Automatic
Toyota Aqua  2017 S,2017,5200000,5200000,110000,Hybrid,Customer,Automatic
Toyota Aqua  2017 X Urban,2017,6250000,6250000,119040,Hybrid,Customer,Automatic
Toyota Aqua  2017 X Urban Solid,2017,4500000,4500000,105000,Hybrid,Customer,Automatic
Toyota Aqua  2018 ,2018,5835000,5835000,98000,Hybrid,Customer,Automatic
Toyota Aqua  2018 G,2018,5650000,5650000,97000,Hybrid,Customer,Automatic
Toyota Aqua  2018 G LED Soft Leather Selection ,2018,6000000,6000000,90000,Hybrid,Customer,Automatic
Toyota Aqua  2018 GS,2018,7000000,7000000,85000,Hybrid,Customer,Automatic
Toyota Aqua  2018 L,2018,5500000,5500000,108000,Hybrid,Customer,Automatic
Toyota Aqua  2018 S,2018,5850000,5850000,135000,Hybrid,Customer,Automatic
Toyota Aqua  2018 X Urban Solid,2018,5900000,5900000,86000,Hybrid,Customer,Automatic
Toyota Aqua  2019 ,2019,5500000,5500000,90000,Hybrid,Customer,Automatic
Toyota Aqua  2019 G,2019,5950000,5950000,87000,Hybrid,Customer,Automatic
Toyota Aqua  2019 G LED Soft Leather Selection ,2019,6150000,6150000,66000,Hybrid,Customer,Automatic
Toyota Aqua  2019 L,2019,5200000,5200000,65000,Hybrid,Customer,Automatic
Toyota Aqua  2019 S,2019,6100000,6100000,50000,Hybrid,Customer,Automatic
Toyota Aqua  2019 X Urban Solid,2019,6450000,6450000,41000,Hybrid,Customer,Automatic
Toyota Aqua  2020 ,2020,7200000,7200000,60561,Hybrid,Customer,Automatic
Toyota Aqua  2020 G,2020,6200000,6200000,20000,Hybrid,Customer,Automatic
Toyota Aqua  2020 G GR Sports,2020,7200000,7200000,77000,Hybrid,Customer,Automatic
Toyota Aqua  2020 G LED Soft Leather Selection ,2020,6900000,6900000,66000,Hybrid,Customer,Automatic
Toyota Aqua  2020 GS,2020,6900000,6900000,94500,Hybrid,Customer,Automatic
Toyota Aqua  2020 L,2020,6900000,6900000,60000,Hybrid,Customer,Automatic
Toyota Aqua  2020 S,2020,7495000,7495000,11000,Hybrid,Customer,Automatic
Toyota Aqua  2020 X Urban Solid,2020,6950000,6950000,25800,Hybrid,Customer,Automatic
